,model,animal,accuracy
4096,top_model_weights_with_3d_2,elephant,0.83
4097,top_model_weights_with_3d_2,elephant,0.845
4098,top_model_weights_with_3d_2,elephant,0.825
4099,top_model_weights_with_3d_2,elephant,0.81
4100,top_model_weights_with_3d_2,elephant,0.835
4101,top_model_weights_with_3d_2,elephant,0.805
4102,top_model_weights_with_3d_2,elephant,0.83
4103,top_model_weights_with_3d_2,elephant,0.815
4104,top_model_weights_with_3d_2,elephant,0.79
4105,top_model_weights_with_3d_2,elephant,0.83
4106,top_model_weights_with_3d_2,elephant,0.805
4107,top_model_weights_with_3d_2,elephant,0.745
4108,top_model_weights_with_3d_2,elephant,0.805
4109,top_model_weights_with_3d_2,elephant,0.785
4110,top_model_weights_with_3d_2,elephant,0.83
4111,top_model_weights_with_3d_2,elephant,0.76
4112,top_model_weights_with_3d_2,elephant,0.815
4113,top_model_weights_with_3d_2,elephant,0.845
4114,top_model_weights_with_3d_2,elephant,0.825
4115,top_model_weights_with_3d_2,elephant,0.79
4116,top_model_weights_with_3d_2,elephant,0.815
4117,top_model_weights_with_3d_2,elephant,0.865
4118,top_model_weights_with_3d_2,elephant,0.77
4119,top_model_weights_with_3d_2,elephant,0.805
4120,top_model_weights_with_3d_2,elephant,0.8
4121,top_model_weights_with_3d_2,elephant,0.815
4122,top_model_weights_with_3d_2,elephant,0.785
4123,top_model_weights_with_3d_2,elephant,0.815
4124,top_model_weights_with_3d_2,elephant,0.82
4125,top_model_weights_with_3d_2,elephant,0.81
4126,top_model_weights_with_3d_2,elephant,0.84
4127,top_model_weights_with_3d_2,elephant,0.785
4128,top_model_weights_with_3d_2,elephant,0.825
4129,top_model_weights_with_3d_2,elephant,0.795
4130,top_model_weights_with_3d_2,elephant,0.79
4131,top_model_weights_with_3d_2,elephant,0.815
4132,top_model_weights_with_3d_2,elephant,0.8
4133,top_model_weights_with_3d_2,elephant,0.805
4134,top_model_weights_with_3d_2,elephant,0.82
4135,top_model_weights_with_3d_2,elephant,0.78
4136,top_model_weights_with_3d_2,elephant,0.83
4137,top_model_weights_with_3d_2,elephant,0.83
4138,top_model_weights_with_3d_2,elephant,0.84
4139,top_model_weights_with_3d_2,elephant,0.81
4140,top_model_weights_with_3d_2,elephant,0.795
4141,top_model_weights_with_3d_2,elephant,0.735
4142,top_model_weights_with_3d_2,elephant,0.84
4143,top_model_weights_with_3d_2,elephant,0.835
4144,top_model_weights_with_3d_2,elephant,0.79
4145,top_model_weights_with_3d_2,elephant,0.84
4146,top_model_weights_with_3d_2,elephant,0.805
4147,top_model_weights_with_3d_2,elephant,0.785
4148,top_model_weights_with_3d_2,elephant,0.765
4149,top_model_weights_with_3d_2,elephant,0.855
4150,top_model_weights_with_3d_2,elephant,0.8
4151,top_model_weights_with_3d_2,elephant,0.805
4152,top_model_weights_with_3d_2,elephant,0.77
4153,top_model_weights_with_3d_2,elephant,0.83
4154,top_model_weights_with_3d_2,elephant,0.79
4155,top_model_weights_with_3d_2,elephant,0.83
4156,top_model_weights_with_3d_2,elephant,0.825
4157,top_model_weights_with_3d_2,elephant,0.835
4158,top_model_weights_with_3d_2,elephant,0.745
4159,top_model_weights_with_3d_2,elephant,0.81
4160,top_model_weights_with_3d_2,elephant,0.81
4161,top_model_weights_with_3d_2,elephant,0.825
4162,top_model_weights_with_3d_2,elephant,0.81
4163,top_model_weights_with_3d_2,elephant,0.78
4164,top_model_weights_with_3d_2,elephant,0.81
4165,top_model_weights_with_3d_2,elephant,0.81
4166,top_model_weights_with_3d_2,elephant,0.765
4167,top_model_weights_with_3d_2,elephant,0.81
4168,top_model_weights_with_3d_2,elephant,0.82
4169,top_model_weights_with_3d_2,elephant,0.83
4170,top_model_weights_with_3d_2,elephant,0.835
4171,top_model_weights_with_3d_2,elephant,0.805
4172,top_model_weights_with_3d_2,elephant,0.81
4173,top_model_weights_with_3d_2,elephant,0.835
4174,top_model_weights_with_3d_2,elephant,0.81
4175,top_model_weights_with_3d_2,elephant,0.84
4176,top_model_weights_with_3d_2,elephant,0.83
4177,top_model_weights_with_3d_2,elephant,0.78
4178,top_model_weights_with_3d_2,elephant,0.8
4179,top_model_weights_with_3d_2,elephant,0.82
4180,top_model_weights_with_3d_2,elephant,0.8
4181,top_model_weights_with_3d_2,elephant,0.845
4182,top_model_weights_with_3d_2,elephant,0.755
4183,top_model_weights_with_3d_2,elephant,0.745
4184,top_model_weights_with_3d_2,elephant,0.815
4185,top_model_weights_with_3d_2,elephant,0.85
4186,top_model_weights_with_3d_2,elephant,0.76
4187,top_model_weights_with_3d_2,elephant,0.795
4188,top_model_weights_with_3d_2,elephant,0.835
4189,top_model_weights_with_3d_2,elephant,0.845
4190,top_model_weights_with_3d_2,elephant,0.78
4191,top_model_weights_with_3d_2,elephant,0.825
4192,top_model_weights_with_3d_2,elephant,0.77
4193,top_model_weights_with_3d_2,elephant,0.855
4194,top_model_weights_with_3d_2,elephant,0.82
4195,top_model_weights_with_3d_2,elephant,0.8
4196,top_model_weights_with_3d_2,elephant,0.845
4197,top_model_weights_with_3d_2,elephant,0.81
4198,top_model_weights_with_3d_2,elephant,0.825
4199,top_model_weights_with_3d_2,elephant,0.815
4200,top_model_weights_with_3d_2,elephant,0.77
4201,top_model_weights_with_3d_2,elephant,0.82
4202,top_model_weights_with_3d_2,elephant,0.815
4203,top_model_weights_with_3d_2,elephant,0.85
4204,top_model_weights_with_3d_2,elephant,0.815
4205,top_model_weights_with_3d_2,elephant,0.79
4206,top_model_weights_with_3d_2,elephant,0.81
4207,top_model_weights_with_3d_2,elephant,0.785
4208,top_model_weights_with_3d_2,elephant,0.845
4209,top_model_weights_with_3d_2,elephant,0.83
4210,top_model_weights_with_3d_2,elephant,0.785
4211,top_model_weights_with_3d_2,elephant,0.78
4212,top_model_weights_with_3d_2,elephant,0.79
4213,top_model_weights_with_3d_2,elephant,0.81
4214,top_model_weights_with_3d_2,elephant,0.785
4215,top_model_weights_with_3d_2,elephant,0.82
4216,top_model_weights_with_3d_2,elephant,0.765
4217,top_model_weights_with_3d_2,elephant,0.815
4218,top_model_weights_with_3d_2,elephant,0.865
4219,top_model_weights_with_3d_2,elephant,0.835
4220,top_model_weights_with_3d_2,elephant,0.8
4221,top_model_weights_with_3d_2,elephant,0.78
4222,top_model_weights_with_3d_2,elephant,0.785
4223,top_model_weights_with_3d_2,elephant,0.79
4224,top_model_weights_with_3d_2,elephant,0.785
4225,top_model_weights_with_3d_2,elephant,0.84
4226,top_model_weights_with_3d_2,elephant,0.81
4227,top_model_weights_with_3d_2,elephant,0.815
4228,top_model_weights_with_3d_2,elephant,0.835
4229,top_model_weights_with_3d_2,elephant,0.82
4230,top_model_weights_with_3d_2,elephant,0.82
4231,top_model_weights_with_3d_2,elephant,0.755
4232,top_model_weights_with_3d_2,elephant,0.85
4233,top_model_weights_with_3d_2,elephant,0.81
4234,top_model_weights_with_3d_2,elephant,0.775
4235,top_model_weights_with_3d_2,elephant,0.78
4236,top_model_weights_with_3d_2,elephant,0.805
4237,top_model_weights_with_3d_2,elephant,0.825
4238,top_model_weights_with_3d_2,elephant,0.81
4239,top_model_weights_with_3d_2,elephant,0.79
4240,top_model_weights_with_3d_2,elephant,0.785
4241,top_model_weights_with_3d_2,elephant,0.765
4242,top_model_weights_with_3d_2,elephant,0.82
4243,top_model_weights_with_3d_2,elephant,0.77
4244,top_model_weights_with_3d_2,elephant,0.87
4245,top_model_weights_with_3d_2,elephant,0.83
4246,top_model_weights_with_3d_2,elephant,0.775
4247,top_model_weights_with_3d_2,elephant,0.78
4248,top_model_weights_with_3d_2,elephant,0.8
4249,top_model_weights_with_3d_2,elephant,0.79
4250,top_model_weights_with_3d_2,elephant,0.785
4251,top_model_weights_with_3d_2,elephant,0.85
4252,top_model_weights_with_3d_2,elephant,0.81
4253,top_model_weights_with_3d_2,elephant,0.8
4254,top_model_weights_with_3d_2,elephant,0.79
4255,top_model_weights_with_3d_2,elephant,0.765
4256,top_model_weights_with_3d_2,elephant,0.805
4257,top_model_weights_with_3d_2,elephant,0.815
4258,top_model_weights_with_3d_2,elephant,0.81
4259,top_model_weights_with_3d_2,elephant,0.77
4260,top_model_weights_with_3d_2,elephant,0.775
4261,top_model_weights_with_3d_2,elephant,0.82
4262,top_model_weights_with_3d_2,elephant,0.815
4263,top_model_weights_with_3d_2,elephant,0.8
4264,top_model_weights_with_3d_2,elephant,0.78
4265,top_model_weights_with_3d_2,elephant,0.81
4266,top_model_weights_with_3d_2,elephant,0.835
4267,top_model_weights_with_3d_2,elephant,0.83
4268,top_model_weights_with_3d_2,elephant,0.79
4269,top_model_weights_with_3d_2,elephant,0.755
4270,top_model_weights_with_3d_2,elephant,0.755
4271,top_model_weights_with_3d_2,elephant,0.8
4272,top_model_weights_with_3d_2,elephant,0.8
4273,top_model_weights_with_3d_2,elephant,0.78
4274,top_model_weights_with_3d_2,elephant,0.795
4275,top_model_weights_with_3d_2,elephant,0.8
4276,top_model_weights_with_3d_2,elephant,0.805
4277,top_model_weights_with_3d_2,elephant,0.78
4278,top_model_weights_with_3d_2,elephant,0.81
4279,top_model_weights_with_3d_2,elephant,0.845
4280,top_model_weights_with_3d_2,elephant,0.83
4281,top_model_weights_with_3d_2,elephant,0.82
4282,top_model_weights_with_3d_2,elephant,0.765
4283,top_model_weights_with_3d_2,elephant,0.76
4284,top_model_weights_with_3d_2,elephant,0.825
4285,top_model_weights_with_3d_2,elephant,0.815
4286,top_model_weights_with_3d_2,elephant,0.815
4287,top_model_weights_with_3d_2,elephant,0.775
4288,top_model_weights_with_3d_2,elephant,0.81
4289,top_model_weights_with_3d_2,elephant,0.81
4290,top_model_weights_with_3d_2,elephant,0.8
4291,top_model_weights_with_3d_2,elephant,0.815
4292,top_model_weights_with_3d_2,elephant,0.785
4293,top_model_weights_with_3d_2,elephant,0.835
4294,top_model_weights_with_3d_2,elephant,0.81
4295,top_model_weights_with_3d_2,elephant,0.835
4296,top_model_weights_with_3d_2,elephant,0.79
4297,top_model_weights_with_3d_2,elephant,0.8
4298,top_model_weights_with_3d_2,elephant,0.79
4299,top_model_weights_with_3d_2,elephant,0.825
4300,top_model_weights_with_3d_2,elephant,0.835
4301,top_model_weights_with_3d_2,elephant,0.845
4302,top_model_weights_with_3d_2,elephant,0.785
4303,top_model_weights_with_3d_2,elephant,0.8
4304,top_model_weights_with_3d_2,elephant,0.815
4305,top_model_weights_with_3d_2,elephant,0.855
4306,top_model_weights_with_3d_2,elephant,0.815
4307,top_model_weights_with_3d_2,elephant,0.815
4308,top_model_weights_with_3d_2,elephant,0.795
4309,top_model_weights_with_3d_2,elephant,0.835
4310,top_model_weights_with_3d_2,elephant,0.82
4311,top_model_weights_with_3d_2,elephant,0.775
4312,top_model_weights_with_3d_2,elephant,0.82
4313,top_model_weights_with_3d_2,elephant,0.795
4314,top_model_weights_with_3d_2,elephant,0.855
4315,top_model_weights_with_3d_2,elephant,0.81
4316,top_model_weights_with_3d_2,elephant,0.84
4317,top_model_weights_with_3d_2,elephant,0.81
4318,top_model_weights_with_3d_2,elephant,0.785
4319,top_model_weights_with_3d_2,elephant,0.825
4320,top_model_weights_with_3d_2,elephant,0.81
4321,top_model_weights_with_3d_2,elephant,0.815
4322,top_model_weights_with_3d_2,elephant,0.8
4323,top_model_weights_with_3d_2,elephant,0.8
4324,top_model_weights_with_3d_2,elephant,0.795
4325,top_model_weights_with_3d_2,elephant,0.81
4326,top_model_weights_with_3d_2,elephant,0.815
4327,top_model_weights_with_3d_2,elephant,0.805
4328,top_model_weights_with_3d_2,elephant,0.815
4329,top_model_weights_with_3d_2,elephant,0.78
4330,top_model_weights_with_3d_2,elephant,0.825
4331,top_model_weights_with_3d_2,elephant,0.84
4332,top_model_weights_with_3d_2,elephant,0.765
4333,top_model_weights_with_3d_2,elephant,0.82
4334,top_model_weights_with_3d_2,elephant,0.815
4335,top_model_weights_with_3d_2,elephant,0.815
4336,top_model_weights_with_3d_2,elephant,0.825
4337,top_model_weights_with_3d_2,elephant,0.85
4338,top_model_weights_with_3d_2,elephant,0.785
4339,top_model_weights_with_3d_2,elephant,0.84
4340,top_model_weights_with_3d_2,elephant,0.805
4341,top_model_weights_with_3d_2,elephant,0.785
4342,top_model_weights_with_3d_2,elephant,0.84
4343,top_model_weights_with_3d_2,elephant,0.81
4344,top_model_weights_with_3d_2,elephant,0.8
4345,top_model_weights_with_3d_2,elephant,0.84
4346,top_model_weights_with_3d_2,elephant,0.795
4347,top_model_weights_with_3d_2,elephant,0.805
4348,top_model_weights_with_3d_2,elephant,0.8
4349,top_model_weights_with_3d_2,elephant,0.81
4350,top_model_weights_with_3d_2,elephant,0.795
4351,top_model_weights_with_3d_2,elephant,0.805
4352,top_model_weights_with_3d_2,elephant,0.87
4353,top_model_weights_with_3d_2,elephant,0.805
4354,top_model_weights_with_3d_2,elephant,0.805
4355,top_model_weights_with_3d_2,elephant,0.77
4356,top_model_weights_with_3d_2,elephant,0.78
4357,top_model_weights_with_3d_2,elephant,0.79
4358,top_model_weights_with_3d_2,elephant,0.765
4359,top_model_weights_with_3d_2,elephant,0.82
4360,top_model_weights_with_3d_2,elephant,0.785
4361,top_model_weights_with_3d_2,elephant,0.785
4362,top_model_weights_with_3d_2,elephant,0.775
4363,top_model_weights_with_3d_2,elephant,0.835
4364,top_model_weights_with_3d_2,elephant,0.8
4365,top_model_weights_with_3d_2,elephant,0.825
4366,top_model_weights_with_3d_2,elephant,0.765
4367,top_model_weights_with_3d_2,elephant,0.815
4368,top_model_weights_with_3d_2,elephant,0.86
4369,top_model_weights_with_3d_2,elephant,0.79
4370,top_model_weights_with_3d_2,elephant,0.78
4371,top_model_weights_with_3d_2,elephant,0.855
4372,top_model_weights_with_3d_2,elephant,0.78
4373,top_model_weights_with_3d_2,elephant,0.83
4374,top_model_weights_with_3d_2,elephant,0.8
4375,top_model_weights_with_3d_2,elephant,0.715
4376,top_model_weights_with_3d_2,elephant,0.815
4377,top_model_weights_with_3d_2,elephant,0.795
4378,top_model_weights_with_3d_2,elephant,0.825
4379,top_model_weights_with_3d_2,elephant,0.775
4380,top_model_weights_with_3d_2,elephant,0.825
4381,top_model_weights_with_3d_2,elephant,0.835
4382,top_model_weights_with_3d_2,elephant,0.85
4383,top_model_weights_with_3d_2,elephant,0.84
4384,top_model_weights_with_3d_2,elephant,0.8
4385,top_model_weights_with_3d_2,elephant,0.81
4386,top_model_weights_with_3d_2,elephant,0.8
4387,top_model_weights_with_3d_2,elephant,0.865
4388,top_model_weights_with_3d_2,elephant,0.77
4389,top_model_weights_with_3d_2,elephant,0.82
4390,top_model_weights_with_3d_2,elephant,0.785
4391,top_model_weights_with_3d_2,elephant,0.82
4392,top_model_weights_with_3d_2,elephant,0.815
4393,top_model_weights_with_3d_2,elephant,0.815
4394,top_model_weights_with_3d_2,elephant,0.815
4395,top_model_weights_with_3d_2,elephant,0.79
4396,top_model_weights_with_3d_2,elephant,0.84
4397,top_model_weights_with_3d_2,elephant,0.785
4398,top_model_weights_with_3d_2,elephant,0.83
4399,top_model_weights_with_3d_2,elephant,0.85
4400,top_model_weights_with_3d_2,elephant,0.745
4401,top_model_weights_with_3d_2,elephant,0.84
4402,top_model_weights_with_3d_2,elephant,0.775
4403,top_model_weights_with_3d_2,elephant,0.85
4404,top_model_weights_with_3d_2,elephant,0.83
4405,top_model_weights_with_3d_2,elephant,0.815
4406,top_model_weights_with_3d_2,elephant,0.78
4407,top_model_weights_with_3d_2,elephant,0.815
4408,top_model_weights_with_3d_2,elephant,0.78
4409,top_model_weights_with_3d_2,elephant,0.775
4410,top_model_weights_with_3d_2,elephant,0.785
4411,top_model_weights_with_3d_2,elephant,0.8
4412,top_model_weights_with_3d_2,elephant,0.83
4413,top_model_weights_with_3d_2,elephant,0.78
4414,top_model_weights_with_3d_2,elephant,0.81
4415,top_model_weights_with_3d_2,elephant,0.765
4416,top_model_weights_with_3d_2,elephant,0.81
4417,top_model_weights_with_3d_2,elephant,0.795
4418,top_model_weights_with_3d_2,elephant,0.815
4419,top_model_weights_with_3d_2,elephant,0.825
4420,top_model_weights_with_3d_2,elephant,0.795
4421,top_model_weights_with_3d_2,elephant,0.785
4422,top_model_weights_with_3d_2,elephant,0.77
4423,top_model_weights_with_3d_2,elephant,0.805
4424,top_model_weights_with_3d_2,elephant,0.86
4425,top_model_weights_with_3d_2,elephant,0.74
4426,top_model_weights_with_3d_2,elephant,0.82
4427,top_model_weights_with_3d_2,elephant,0.855
4428,top_model_weights_with_3d_2,elephant,0.78
4429,top_model_weights_with_3d_2,elephant,0.82
4430,top_model_weights_with_3d_2,elephant,0.87
4431,top_model_weights_with_3d_2,elephant,0.77
4432,top_model_weights_with_3d_2,elephant,0.82
4433,top_model_weights_with_3d_2,elephant,0.795
4434,top_model_weights_with_3d_2,elephant,0.85
4435,top_model_weights_with_3d_2,elephant,0.785
4436,top_model_weights_with_3d_2,elephant,0.85
4437,top_model_weights_with_3d_2,elephant,0.845
4438,top_model_weights_with_3d_2,elephant,0.855
4439,top_model_weights_with_3d_2,elephant,0.815
4440,top_model_weights_with_3d_2,elephant,0.78
4441,top_model_weights_with_3d_2,elephant,0.81
4442,top_model_weights_with_3d_2,elephant,0.815
4443,top_model_weights_with_3d_2,elephant,0.84
4444,top_model_weights_with_3d_2,elephant,0.805
4445,top_model_weights_with_3d_2,elephant,0.795
4446,top_model_weights_with_3d_2,elephant,0.775
4447,top_model_weights_with_3d_2,elephant,0.805
4448,top_model_weights_with_3d_2,elephant,0.81
4449,top_model_weights_with_3d_2,elephant,0.87
4450,top_model_weights_with_3d_2,elephant,0.825
4451,top_model_weights_with_3d_2,elephant,0.815
4452,top_model_weights_with_3d_2,elephant,0.795
4453,top_model_weights_with_3d_2,elephant,0.855
4454,top_model_weights_with_3d_2,elephant,0.76
4455,top_model_weights_with_3d_2,elephant,0.775
4456,top_model_weights_with_3d_2,elephant,0.825
4457,top_model_weights_with_3d_2,elephant,0.81
4458,top_model_weights_with_3d_2,elephant,0.83
4459,top_model_weights_with_3d_2,elephant,0.82
4460,top_model_weights_with_3d_2,elephant,0.78
4461,top_model_weights_with_3d_2,elephant,0.825
4462,top_model_weights_with_3d_2,elephant,0.805
4463,top_model_weights_with_3d_2,elephant,0.815
4464,top_model_weights_with_3d_2,elephant,0.845
4465,top_model_weights_with_3d_2,elephant,0.795
4466,top_model_weights_with_3d_2,elephant,0.83
4467,top_model_weights_with_3d_2,elephant,0.82
4468,top_model_weights_with_3d_2,elephant,0.85
4469,top_model_weights_with_3d_2,elephant,0.805
4470,top_model_weights_with_3d_2,elephant,0.905
4471,top_model_weights_with_3d_2,elephant,0.825
4472,top_model_weights_with_3d_2,elephant,0.765
4473,top_model_weights_with_3d_2,elephant,0.765
4474,top_model_weights_with_3d_2,elephant,0.81
4475,top_model_weights_with_3d_2,elephant,0.81
4476,top_model_weights_with_3d_2,elephant,0.805
4477,top_model_weights_with_3d_2,elephant,0.8
4478,top_model_weights_with_3d_2,elephant,0.78
4479,top_model_weights_with_3d_2,elephant,0.825
4480,top_model_weights_with_3d_2,elephant,0.805
4481,top_model_weights_with_3d_2,elephant,0.825
4482,top_model_weights_with_3d_2,elephant,0.765
4483,top_model_weights_with_3d_2,elephant,0.77
4484,top_model_weights_with_3d_2,elephant,0.81
4485,top_model_weights_with_3d_2,elephant,0.8
4486,top_model_weights_with_3d_2,elephant,0.78
4487,top_model_weights_with_3d_2,elephant,0.81
4488,top_model_weights_with_3d_2,elephant,0.785
4489,top_model_weights_with_3d_2,elephant,0.805
4490,top_model_weights_with_3d_2,elephant,0.8
4491,top_model_weights_with_3d_2,elephant,0.78
4492,top_model_weights_with_3d_2,elephant,0.77
4493,top_model_weights_with_3d_2,elephant,0.81
4494,top_model_weights_with_3d_2,elephant,0.795
4495,top_model_weights_with_3d_2,elephant,0.76
4496,top_model_weights_with_3d_2,elephant,0.85
4497,top_model_weights_with_3d_2,elephant,0.83
4498,top_model_weights_with_3d_2,elephant,0.8
4499,top_model_weights_with_3d_2,elephant,0.785
4500,top_model_weights_no_3d,horse,0.74
4501,top_model_weights_no_3d,horse,0.705
4502,top_model_weights_no_3d,horse,0.725
4503,top_model_weights_no_3d,horse,0.74
4504,top_model_weights_no_3d,horse,0.685
4505,top_model_weights_no_3d,horse,0.69
4506,top_model_weights_no_3d,horse,0.705
4507,top_model_weights_no_3d,horse,0.785
4508,top_model_weights_no_3d,horse,0.725
4509,top_model_weights_no_3d,horse,0.67
4510,top_model_weights_no_3d,horse,0.745
4511,top_model_weights_no_3d,horse,0.72
4512,top_model_weights_no_3d,horse,0.695
4513,top_model_weights_no_3d,horse,0.68
4514,top_model_weights_no_3d,horse,0.715
4515,top_model_weights_no_3d,horse,0.69
4516,top_model_weights_no_3d,horse,0.645
4517,top_model_weights_no_3d,horse,0.735
4518,top_model_weights_no_3d,horse,0.755
4519,top_model_weights_no_3d,horse,0.705
4520,top_model_weights_no_3d,horse,0.7
4521,top_model_weights_no_3d,horse,0.72
4522,top_model_weights_no_3d,horse,0.685
4523,top_model_weights_no_3d,horse,0.725
4524,top_model_weights_no_3d,horse,0.675
4525,top_model_weights_no_3d,horse,0.645
4526,top_model_weights_no_3d,horse,0.725
4527,top_model_weights_no_3d,horse,0.665
4528,top_model_weights_no_3d,horse,0.695
4529,top_model_weights_no_3d,horse,0.64
4530,top_model_weights_no_3d,horse,0.735
4531,top_model_weights_no_3d,horse,0.67
4532,top_model_weights_no_3d,horse,0.72
4533,top_model_weights_no_3d,horse,0.685
4534,top_model_weights_no_3d,horse,0.75
4535,top_model_weights_no_3d,horse,0.715
4536,top_model_weights_no_3d,horse,0.69
4537,top_model_weights_no_3d,horse,0.69
4538,top_model_weights_no_3d,horse,0.705
4539,top_model_weights_no_3d,horse,0.705
4540,top_model_weights_no_3d,horse,0.715
4541,top_model_weights_no_3d,horse,0.72
4542,top_model_weights_no_3d,horse,0.665
4543,top_model_weights_no_3d,horse,0.735
4544,top_model_weights_no_3d,horse,0.685
4545,top_model_weights_no_3d,horse,0.685
4546,top_model_weights_no_3d,horse,0.665
4547,top_model_weights_no_3d,horse,0.645
4548,top_model_weights_no_3d,horse,0.71
4549,top_model_weights_no_3d,horse,0.725
4550,top_model_weights_no_3d,horse,0.72
4551,top_model_weights_no_3d,horse,0.665
4552,top_model_weights_no_3d,horse,0.685
4553,top_model_weights_no_3d,horse,0.74
4554,top_model_weights_no_3d,horse,0.71
4555,top_model_weights_no_3d,horse,0.71
4556,top_model_weights_no_3d,horse,0.745
4557,top_model_weights_no_3d,horse,0.775
4558,top_model_weights_no_3d,horse,0.775
4559,top_model_weights_no_3d,horse,0.8
4560,top_model_weights_no_3d,horse,0.7
4561,top_model_weights_no_3d,horse,0.71
4562,top_model_weights_no_3d,horse,0.73
4563,top_model_weights_no_3d,horse,0.7
4564,top_model_weights_no_3d,horse,0.71
4565,top_model_weights_no_3d,horse,0.695
4566,top_model_weights_no_3d,horse,0.715
4567,top_model_weights_no_3d,horse,0.7
4568,top_model_weights_no_3d,horse,0.71
4569,top_model_weights_no_3d,horse,0.77
4570,top_model_weights_no_3d,horse,0.735
4571,top_model_weights_no_3d,horse,0.7
4572,top_model_weights_no_3d,horse,0.67
4573,top_model_weights_no_3d,horse,0.68
4574,top_model_weights_no_3d,horse,0.76
4575,top_model_weights_no_3d,horse,0.775
4576,top_model_weights_no_3d,horse,0.68
4577,top_model_weights_no_3d,horse,0.665
4578,top_model_weights_no_3d,horse,0.7
4579,top_model_weights_no_3d,horse,0.715
4580,top_model_weights_no_3d,horse,0.67
4581,top_model_weights_no_3d,horse,0.66
4582,top_model_weights_no_3d,horse,0.665
4583,top_model_weights_no_3d,horse,0.675
4584,top_model_weights_no_3d,horse,0.655
4585,top_model_weights_no_3d,horse,0.585
4586,top_model_weights_no_3d,horse,0.695
4587,top_model_weights_no_3d,horse,0.72
4588,top_model_weights_no_3d,horse,0.71
4589,top_model_weights_no_3d,horse,0.735
4590,top_model_weights_no_3d,horse,0.705
4591,top_model_weights_no_3d,horse,0.675
4592,top_model_weights_no_3d,horse,0.745
4593,top_model_weights_no_3d,horse,0.72
4594,top_model_weights_no_3d,horse,0.745
4595,top_model_weights_no_3d,horse,0.695
4596,top_model_weights_no_3d,horse,0.745
4597,top_model_weights_no_3d,horse,0.765
4598,top_model_weights_no_3d,horse,0.66
4599,top_model_weights_no_3d,horse,0.71
4600,top_model_weights_no_3d,horse,0.68
4601,top_model_weights_no_3d,horse,0.715
4602,top_model_weights_no_3d,horse,0.74
4603,top_model_weights_no_3d,horse,0.655
4604,top_model_weights_no_3d,horse,0.75
4605,top_model_weights_no_3d,horse,0.665
4606,top_model_weights_no_3d,horse,0.715
4607,top_model_weights_no_3d,horse,0.765
4608,top_model_weights_no_3d,horse,0.71
4609,top_model_weights_no_3d,horse,0.71
4610,top_model_weights_no_3d,horse,0.685
4611,top_model_weights_no_3d,horse,0.68
4612,top_model_weights_no_3d,horse,0.72
4613,top_model_weights_no_3d,horse,0.73
4614,top_model_weights_no_3d,horse,0.68
4615,top_model_weights_no_3d,horse,0.72
4616,top_model_weights_no_3d,horse,0.68
4617,top_model_weights_no_3d,horse,0.7
4618,top_model_weights_no_3d,horse,0.72
4619,top_model_weights_no_3d,horse,0.725
4620,top_model_weights_no_3d,horse,0.685
4621,top_model_weights_no_3d,horse,0.72
4622,top_model_weights_no_3d,horse,0.72
4623,top_model_weights_no_3d,horse,0.74
4624,top_model_weights_no_3d,horse,0.71
4625,top_model_weights_no_3d,horse,0.76
4626,top_model_weights_no_3d,horse,0.735
4627,top_model_weights_no_3d,horse,0.665
4628,top_model_weights_no_3d,horse,0.75
4629,top_model_weights_no_3d,horse,0.73
4630,top_model_weights_no_3d,horse,0.675
4631,top_model_weights_no_3d,horse,0.695
4632,top_model_weights_no_3d,horse,0.715
4633,top_model_weights_no_3d,horse,0.655
4634,top_model_weights_no_3d,horse,0.69
4635,top_model_weights_no_3d,horse,0.765
4636,top_model_weights_no_3d,horse,0.64
4637,top_model_weights_no_3d,horse,0.71
4638,top_model_weights_no_3d,horse,0.705
4639,top_model_weights_no_3d,horse,0.635
4640,top_model_weights_no_3d,horse,0.71
4641,top_model_weights_no_3d,horse,0.725
4642,top_model_weights_no_3d,horse,0.675
4643,top_model_weights_no_3d,horse,0.66
4644,top_model_weights_no_3d,horse,0.705
4645,top_model_weights_no_3d,horse,0.715
4646,top_model_weights_no_3d,horse,0.695
4647,top_model_weights_no_3d,horse,0.73
4648,top_model_weights_no_3d,horse,0.69
4649,top_model_weights_no_3d,horse,0.615
4650,top_model_weights_no_3d,horse,0.73
4651,top_model_weights_no_3d,horse,0.725
4652,top_model_weights_no_3d,horse,0.715
4653,top_model_weights_no_3d,horse,0.755
4654,top_model_weights_no_3d,horse,0.71
4655,top_model_weights_no_3d,horse,0.67
4656,top_model_weights_no_3d,horse,0.68
4657,top_model_weights_no_3d,horse,0.73
4658,top_model_weights_no_3d,horse,0.745
4659,top_model_weights_no_3d,horse,0.74
4660,top_model_weights_no_3d,horse,0.725
4661,top_model_weights_no_3d,horse,0.69
4662,top_model_weights_no_3d,horse,0.71
4663,top_model_weights_no_3d,horse,0.72
4664,top_model_weights_no_3d,horse,0.725
4665,top_model_weights_no_3d,horse,0.695
4666,top_model_weights_no_3d,horse,0.695
4667,top_model_weights_no_3d,horse,0.75
4668,top_model_weights_no_3d,horse,0.71
4669,top_model_weights_no_3d,horse,0.71
4670,top_model_weights_no_3d,horse,0.66
4671,top_model_weights_no_3d,horse,0.66
4672,top_model_weights_no_3d,horse,0.655
4673,top_model_weights_no_3d,horse,0.74
4674,top_model_weights_no_3d,horse,0.72
4675,top_model_weights_no_3d,horse,0.715
